fotograma,tipo_objeto,confianza,id_track,x1,y1,x2,y2,flag_plate,conf_plate,mx1,my1,mx2,my2,texto_matricula
35,car,0.333,3,1225,318,1259,342,0,0.000,0,0,0,0,
36,bus,0.920,1,1345,166,1691,427,1,0.853,1556,373,1596,385,DTQK
36,car,0.600,2,1300,310,1354,362,0,0.000,0,0,0,0,
37,bus,0.919,1,1344,166,1684,425,1,0.457,1550,373,1590,385,IMMW
37,car,0.541,2,1300,311,1352,362,0,0.000,0,0,0,0,
38,bus,0.908,1,1343,168,1677,424,1,0.546,1545,372,1585,383,JNIC
38,car,0.486,2,1300,313,1350,362,0,0.000,0,0,0,0,
39,bus,0.903,1,1340,167,1672,422,1,0.774,1541,371,1591,382,0RX
39,car,0.475,2,1301,314,1348,361,0,0.000,0,0,0,0,
40,bus,0.910,1,1339,169,1665,421,1,0.564,1536,371,1577,381,TIIIIILII
40,car,0.449,2,1301,314,1348,362,0,0.000,0,0,0,0,
41,bus,0.925,1,1341,172,1657,417,1,0.564,1536,371,1577,381,XXZ8
41,car,0.512,2,1302,315,1347,360,0,0.000,0,0,0,0,
42,bus,0.932,1,1340,174,1650,416,1,0.563,1527,370,1569,381,JTP
42,car,0.462,2,1301,316,1345,360,0,0.000,0,0,0,0,
43,bus,0.929,1,1338,176,1643,415,1,0.427,1523,370,1571,381,VIDM
43,car,0.534,2,1300,316,1344,361,0,0.000,0,0,0,0,
44,bus,0.929,1,1339,178,1639,414,1,0.300,1359,342,1463,401,
44,car,0.420,2,1299,316,1342,361,0,0.000,0,0,0,0,
45,bus,0.920,1,1337,179,1634,412,1,0.670,1514,369,1551,381,QI78
45,car,0.378,2,1298,315,1342,361,0,0.000,0,0,0,0,
46,bus,0.923,1,1337,181,1630,412,1,0.300,1443,330,1526,376,
46,car,0.375,2,1298,313,1342,359,0,0.000,0,0,0,0,
47,bus,0.917,1,1336,182,1628,413,1,0.300,1439,331,1523,377,C
47,car,0.311,2,1298,313,1341,358,0,0.000,0,0,0,0,
48,bus,0.921,1,1334,184,1621,413,1,0.300,1354,341,1451,397,6
48,car,0.282,2,1298,314,1339,357,0,0.000,0,0,0,0,
49,bus,0.916,1,1335,185,1618,412,1,0.300,1354,341,1442,396,IMMI
49,car,0.275,2,1298,315,1338,357,0,0.000,0,0,0,0,
50,bus,0.925,1,1332,188,1610,411,1,0.300,1430,331,1511,374,0
50,car,0.296,2,1297,316,1337,359,0,0.000,0,0,0,0,
51,bus,0.939,1,1330,188,1605,411,1,0.300,1427,331,1506,374,06
51,car,0.285,2,1297,318,1336,359,0,0.000,0,0,0,0,
52,bus,0.923,1,1329,189,1602,411,1,0.300,1425,331,1504,378,MM
52,car,0.278,2,1295,319,1336,361,0,0.000,0,0,0,0,
53,bus,0.922,1,1328,190,1598,411,1,0.300,1349,340,1436,393,
54,bus,0.919,1,1330,191,1595,409,1,0.300,1348,340,1437,393,9
55,bus,0.901,1,1327,191,1591,409,1,0.300,1347,339,1435,392,
56,bus,0.905,1,1326,192,1586,408,1,0.300,1414,329,1490,370,
57,bus,0.910,1,1326,192,1584,407,1,0.300,1414,329,1490,370,43
58,bus,0.914,1,1325,193,1578,406,1,0.300,1414,329,1490,370,M646
59,bus,0.905,1,1326,195,1573,404,1,0.300,1407,327,1481,368,104
60,bus,0.894,1,1326,195,1570,404,1,0.300,1407,327,1481,368,V9
61,bus,0.909,1,1325,196,1568,404,1,0.300,1407,327,1481,368,0
61,car,0.297,2,1290,319,1328,358,0,0.000,0,0,0,0,
62,bus,0.901,1,1324,198,1564,405,1,0.300,1400,327,1473,366,
62,car,0.381,2,1290,321,1327,358,0,0.000,0,0,0,0,
63,bus,0.881,1,1322,199,1559,405,1,0.300,1400,327,1473,366,AI
63,car,0.408,2,1290,321,1327,358,0,0.000,0,0,0,0,
64,bus,0.867,1,1321,198,1555,403,1,0.300,1400,327,1473,366,7400
64,car,0.434,2,1288,319,1327,358,0,0.000,0,0,0,0,
65,bus,0.844,1,1320,199,1550,401,1,0.300,1394,326,1465,364,
65,car,0.439,2,1287,319,1327,359,0,0.000,0,0,0,0,
66,bus,0.806,1,1320,200,1545,400,1,0.300,1394,326,1465,364,A403
66,car,0.480,2,1286,318,1327,360,0,0.000,0,0,0,0,
67,bus,0.764,1,1320,201,1541,397,1,0.300,1394,326,1465,364,
67,car,0.455,2,1286,319,1326,359,0,0.000,0,0,0,0,
68,bus,0.768,1,1320,202,1537,396,1,0.300,1388,326,1457,363,
68,car,0.467,2,1286,320,1325,359,0,0.000,0,0,0,0,
69,bus,0.744,1,1320,204,1534,395,1,0.300,1388,326,1457,363,8
69,car,0.509,2,1286,320,1326,360,0,0.000,0,0,0,0,
70,bus,0.758,1,1319,205,1532,397,1,0.300,1385,326,1452,365,7X2183
70,car,0.441,2,1287,319,1325,358,0,0.000,0,0,0,0,
71,bus,0.760,1,1318,205,1528,396,1,0.300,1383,326,1450,362,
71,car,0.518,2,1286,319,1325,358,0,0.000,0,0,0,0,
72,bus,0.769,1,1318,208,1525,394,1,0.300,1383,326,1450,362,
72,car,0.603,2,1285,318,1324,358,0,0.000,0,0,0,0,
73,bus,0.786,1,1319,209,1522,393,1,0.300,1380,326,1444,361,46
73,car,0.592,2,1286,320,1322,357,0,0.000,0,0,0,0,
74,bus,0.773,1,1318,210,1518,392,1,0.300,1378,325,1441,361,MD
74,car,0.586,2,1286,321,1321,356,0,0.000,0,0,0,0,
75,bus,0.782,1,1316,210,1516,392,1,0.300,1376,325,1439,360,3
75,car,0.526,2,1286,321,1320,355,0,0.000,0,0,0,0,
76,bus,0.747,1,1316,211,1513,391,1,0.300,1375,326,1445,366,4LL7
76,car,0.509,2,1284,317,1321,355,0,0.000,0,0,0,0,
77,bus,0.682,1,1315,212,1510,391,1,0.300,1373,325,1441,366,XI2A7
77,car,0.548,2,1282,316,1321,356,0,0.000,0,0,0,0,
78,bus,0.685,1,1315,212,1508,390,1,0.300,1371,324,1433,359,UMM
78,car,0.507,2,1281,313,1322,356,0,0.000,0,0,0,0,
79,bus,0.612,1,1314,213,1505,390,1,0.300,1370,325,1431,359,MIM
79,car,0.433,2,1281,311,1322,355,0,0.000,0,0,0,0,
80,bus,0.769,1,1314,214,1503,390,1,0.300,1368,324,1429,358,1YV
80,car,0.399,2,1281,311,1321,356,0,0.000,0,0,0,0,
81,bus,0.791,1,1313,215,1501,389,1,0.300,1368,324,1429,358,Y
81,car,0.374,2,1280,312,1320,356,0,0.000,0,0,0,0,
82,bus,0.776,1,1312,215,1500,390,1,0.300,1368,324,1429,358,3644456
82,car,0.363,2,1281,313,1319,356,0,0.000,0,0,0,0,
83,bus,0.775,1,1311,215,1498,389,1,0.300,1364,324,1423,357,
83,car,0.380,2,1281,313,1317,355,0,0.000,0,0,0,0,
84,bus,0.738,1,1310,215,1494,388,1,0.300,1364,324,1423,357,445
84,car,0.306,2,1280,310,1318,354,0,0.000,0,0,0,0,
85,bus,0.707,1,1310,216,1492,388,1,0.300,1361,324,1419,356,6
85,car,0.337,2,1280,308,1318,354,0,0.000,0,0,0,0,
86,bus,0.661,1,1311,216,1491,387,1,0.300,1361,324,1419,356,IUUTMI
87,bus,0.511,1,1312,216,1489,386,1,0.300,1359,324,1417,355,
87,truck,0.503,46,1316,216,1485,387,0,0.000,0,0,0,0,
88,truck,0.398,1,1310,216,1487,386,1,0.300,1359,324,1417,355,77541
88,bus,0.575,46,1314,216,1483,387,0,0.000,0,0,0,0,
88,car,0.366,47,1463,318,1515,379,0,0.000,0,0,0,0,
88,car,0.314,2,1281,308,1317,352,0,0.000,0,0,0,0,
89,truck,0.356,1,1311,218,1484,384,1,0.300,1359,324,1417,355,
89,bus,0.617,46,1314,217,1480,385,0,0.000,0,0,0,0,
89,car,0.295,47,1463,319,1515,380,0,0.000,0,0,0,0,
89,car,0.343,2,1280,306,1317,351,0,0.000,0,0,0,0,
90,car,0.454,47,1460,318,1514,381,0,0.000,0,0,0,0,
90,car,0.304,2,1280,307,1315,352,0,0.000,0,0,0,0,
91,car,0.446,47,1460,317,1514,379,0,0.000,0,0,0,0,
91,car,0.293,2,1279,310,1314,353,0,0.000,0,0,0,0,
91,bus,0.469,1,1310,219,1480,383,1,0.300,1359,324,1417,355,
92,car,0.558,47,1459,319,1511,379,0,0.000,0,0,0,0,
92,car,0.275,2,1279,311,1313,354,0,0.000,0,0,0,0,
92,truck,0.314,48,1313,220,1476,382,0,0.000,0,0,0,0,
92,bus,0.686,1,1311,220,1478,382,1,0.300,1359,324,1417,355,X6C796M
93,car,0.523,47,1458,319,1510,379,0,0.000,0,0,0,0,
93,bus,0.519,48,1311,221,1474,382,0,0.000,0,0,0,0,
93,truck,0.363,1,1309,220,1474,382,1,0.300,1359,324,1417,355,CT
94,car,0.586,47,1457,319,1509,379,0,0.000,0,0,0,0,
94,truck,0.451,48,1310,222,1471,382,0,0.000,0,0,0,0,
94,bus,0.330,1,1309,222,1471,381,1,0.300,1359,324,1417,355,IRT
94,car,0.293,2,1277,308,1312,352,0,0.000,0,0,0,0,
95,car,0.615,47,1456,319,1509,379,0,0.000,0,0,0,0,
95,bus,0.521,48,1310,223,1469,382,0,0.000,0,0,0,0,
95,truck,0.408,1,1308,222,1470,382,1,0.300,1359,324,1417,355,
95,car,0.256,2,1276,306,1312,352,0,0.000,0,0,0,0,
96,car,0.725,47,1453,319,1509,381,0,0.000,0,0,0,0,
96,bus,0.703,48,1308,223,1467,381,0,0.000,0,0,0,0,
96,truck,0.257,1,1306,222,1468,382,1,0.300,1359,324,1417,355,IT
97,car,0.710,47,1454,320,1509,381,0,0.000,0,0,0,0,
98,car,0.721,47,1452,320,1508,381,0,0.000,0,0,0,0,
98,bus,0.727,1,1307,225,1464,381,1,0.300,1359,324,1417,355,MM
99,car,0.712,47,1450,320,1508,381,0,0.000,0,0,0,0,
99,bus,0.784,1,1307,226,1462,380,1,0.300,1359,324,1417,355,U
100,car,0.671,47,1447,320,1507,381,0,0.000,0,0,0,0,
100,bus,0.809,1,1307,226,1460,379,1,0.300,1359,324,1417,355,MUMWIIUL
101,car,0.699,47,1445,320,1507,381,0,0.000,0,0,0,0,
101,bus,0.701,1,1307,227,1459,379,1,0.300,1359,324,1417,355,IU
102,car,0.696,47,1444,320,1508,382,0,0.000,0,0,0,0,
102,bus,0.783,1,1308,228,1458,378,0,0.000,0,0,0,0,
103,car,0.718,47,1444,320,1509,382,0,0.000,0,0,0,0,
103,bus,0.765,1,1308,229,1457,379,0,0.000,0,0,0,0,
104,car,0.727,47,1443,320,1511,382,0,0.000,0,0,0,0,
104,bus,0.622,1,1308,229,1457,379,0,0.000,0,0,0,0,
105,car,0.728,47,1443,320,1511,382,0,0.000,0,0,0,0,
105,bus,0.772,1,1307,229,1455,379,0,0.000,0,0,0,0,
106,car,0.736,47,1441,320,1511,382,0,0.000,0,0,0,0,
106,bus,0.751,1,1306,230,1453,379,0,0.000,0,0,0,0,
107,car,0.731,47,1441,320,1512,382,0,0.000,0,0,0,0,
107,bus,0.659,1,1305,232,1449,378,0,0.000,0,0,0,0,
107,car,0.407,2,1266,312,1295,347,0,0.000,0,0,0,0,
108,car,0.731,47,1440,320,1512,381,0,0.000,0,0,0,0,
108,bus,0.654,1,1304,232,1447,378,0,0.000,0,0,0,0,
108,car,0.428,2,1265,313,1295,348,0,0.000,0,0,0,0,
109,car,0.744,47,1438,320,1511,381,0,0.000,0,0,0,0,
109,bus,0.761,1,1303,232,1446,378,0,0.000,0,0,0,0,
109,car,0.460,2,1264,312,1295,348,0,0.000,0,0,0,0,
110,car,0.756,47,1437,321,1511,381,0,0.000,0,0,0,0,
110,bus,0.755,1,1302,233,1444,377,0,0.000,0,0,0,0,
110,car,0.533,2,1264,312,1296,347,0,0.000,0,0,0,0,
111,car,0.758,47,1436,321,1511,381,0,0.000,0,0,0,0,
111,bus,0.696,1,1300,233,1441,377,0,0.000,0,0,0,0,
111,car,0.509,2,1264,313,1296,348,0,0.000,0,0,0,0,
112,car,0.769,47,1434,321,1511,381,0,0.000,0,0,0,0,
112,bus,0.599,1,1298,233,1438,377,0,0.000,0,0,0,0,
112,car,0.506,2,1263,312,1296,348,0,0.000,0,0,0,0,
113,car,0.778,47,1433,321,1511,382,0,0.000,0,0,0,0,
113,bus,0.507,1,1296,234,1436,377,0,0.000,0,0,0,0,
113,car,0.513,2,1263,312,1295,347,0,0.000,0,0,0,0,
113,truck,0.379,62,1296,234,1436,378,0,0.000,0,0,0,0,
114,car,0.796,47,1431,320,1511,382,0,0.000,0,0,0,0,
114,truck,0.563,1,1295,235,1434,377,0,0.000,0,0,0,0,
114,car,0.465,2,1262,312,1294,347,0,0.000,0,0,0,0,
114,bus,0.283,62,1295,235,1433,377,0,0.000,0,0,0,0,
115,car,0.789,47,1430,321,1511,382,0,0.000,0,0,0,0,
115,truck,0.503,1,1294,236,1432,377,0,0.000,0,0,0,0,
115,car,0.436,2,1262,311,1294,347,0,0.000,0,0,0,0,
115,bus,0.448,62,1295,235,1431,376,0,0.000,0,0,0,0,
116,car,0.788,47,1428,321,1510,382,0,0.000,0,0,0,0,
116,truck,0.506,1,1294,236,1431,376,0,0.000,0,0,0,0,
116,car,0.357,2,1261,312,1294,348,0,0.000,0,0,0,0,
116,bus,0.384,62,1295,235,1430,374,0,0.000,0,0,0,0,
117,car,0.797,47,1426,320,1510,382,0,0.000,0,0,0,0,
117,truck,0.394,1,1293,236,1429,375,0,0.000,0,0,0,0,
117,car,0.348,2,1261,312,1292,346,0,0.000,0,0,0,0,
117,bus,0.560,62,1294,236,1429,374,0,0.000,0,0,0,0,
118,car,0.800,47,1425,320,1511,382,0,0.000,0,0,0,0,
118,truck,0.391,1,1293,236,1428,375,0,0.000,0,0,0,0,
118,car,0.411,2,1260,312,1291,346,0,0.000,0,0,0,0,
118,bus,0.609,62,1293,236,1427,374,0,0.000,0,0,0,0,
119,car,0.797,47,1424,321,1510,382,0,0.000,0,0,0,0,
119,truck,0.450,1,1292,237,1427,374,0,0.000,0,0,0,0,
119,car,0.431,2,1259,313,1291,347,0,0.000,0,0,0,0,
119,bus,0.647,62,1293,237,1426,373,0,0.000,0,0,0,0,
120,car,0.764,47,1424,321,1511,382,0,0.000,0,0,0,0,
120,bus,0.681,1,1291,237,1426,374,0,0.000,0,0,0,0,
120,car,0.390,2,1258,314,1290,348,0,0.000,0,0,0,0,
121,car,0.745,47,1423,321,1511,382,0,0.000,0,0,0,0,
121,bus,0.681,1,1292,238,1425,373,0,0.000,0,0,0,0,
121,car,0.300,2,1258,314,1289,347,0,0.000,0,0,0,0,
122,car,0.739,47,1423,321,1512,382,0,0.000,0,0,0,0,
122,bus,0.662,1,1292,238,1425,373,0,0.000,0,0,0,0,
122,car,0.369,2,1257,313,1289,346,0,0.000,0,0,0,0,
123,car,0.741,47,1424,321,1513,382,0,0.000,0,0,0,0,
123,bus,0.659,1,1290,239,1423,373,0,0.000,0,0,0,0,
123,car,0.403,2,1253,314,1284,346,0,0.000,0,0,0,0,
124,car,0.750,47,1425,321,1513,382,0,0.000,0,0,0,0,
124,bus,0.654,1,1289,239,1422,373,0,0.000,0,0,0,0,
124,car,0.527,2,1250,315,1283,346,0,0.000,0,0,0,0,
125,car,0.745,47,1425,322,1514,381,0,0.000,0,0,0,0,
125,bus,0.661,1,1289,239,1421,373,0,0.000,0,0,0,0,
125,car,0.483,2,1248,315,1282,347,0,0.000,0,0,0,0,
125,truck,0.382,69,1287,239,1421,373,0,0.000,0,0,0,0,
125,car,0.367,70,1406,321,1498,377,0,0.000,0,0,0,0,
126,car,0.744,47,1424,322,1514,381,0,0.000,0,0,0,0,
126,bus,0.659,1,1288,239,1420,372,0,0.000,0,0,0,0,
126,car,0.448,2,1247,315,1282,347,0,0.000,0,0,0,0,
126,truck,0.405,69,1287,239,1420,372,0,0.000,0,0,0,0,
126,car,0.400,70,1403,321,1493,377,0,0.000,0,0,0,0,
127,car,0.742,47,1424,322,1514,382,0,0.000,0,0,0,0,
127,bus,0.717,1,1288,239,1419,371,0,0.000,0,0,0,0,
127,car,0.452,2,1246,315,1283,347,0,0.000,0,0,0,0,
127,car,0.405,70,1396,321,1486,376,0,0.000,0,0,0,0,
128,car,0.736,47,1427,321,1517,381,0,0.000,0,0,0,0,
128,bus,0.749,1,1288,241,1417,371,0,0.000,0,0,0,0,
128,car,0.453,2,1246,315,1283,346,0,0.000,0,0,0,0,
128,car,0.451,70,1390,321,1478,376,0,0.000,0,0,0,0,
129,car,0.718,47,1429,321,1518,381,0,0.000,0,0,0,0,
129,bus,0.709,1,1288,241,1415,370,0,0.000,0,0,0,0,
129,car,0.388,2,1246,315,1284,346,0,0.000,0,0,0,0,
129,car,0.483,70,1386,321,1472,375,0,0.000,0,0,0,0,
130,car,0.715,47,1429,321,1518,381,0,0.000,0,0,0,0,
130,bus,0.700,1,1288,242,1415,369,0,0.000,0,0,0,0,
130,car,0.399,2,1246,315,1284,345,0,0.000,0,0,0,0,
130,car,0.495,70,1387,321,1470,376,0,0.000,0,0,0,0,
130,truck,0.400,72,1286,240,1414,370,0,0.000,0,0,0,0,
131,car,0.717,47,1429,321,1517,381,0,0.000,0,0,0,0,
131,bus,0.711,1,1287,241,1413,369,0,0.000,0,0,0,0,
131,car,0.418,2,1246,314,1283,345,0,0.000,0,0,0,0,
131,car,0.475,70,1389,322,1469,375,0,0.000,0,0,0,0,
131,truck,0.464,72,1285,240,1413,370,0,0.000,0,0,0,0,
132,car,0.724,47,1425,321,1514,381,0,0.000,0,0,0,0,
132,bus,0.708,1,1287,242,1412,368,0,0.000,0,0,0,0,
132,car,0.447,2,1245,315,1283,345,0,0.000,0,0,0,0,
132,car,0.457,70,1390,322,1468,375,0,0.000,0,0,0,0,
133,car,0.713,47,1425,321,1514,381,0,0.000,0,0,0,0,
133,bus,0.577,1,1287,244,1410,367,0,0.000,0,0,0,0,
133,car,0.425,2,1244,315,1282,345,0,0.000,0,0,0,0,
133,car,0.432,70,1391,323,1466,374,0,0.000,0,0,0,0,
134,car,0.719,47,1424,321,1514,382,0,0.000,0,0,0,0,
134,truck,0.554,1,1286,245,1408,368,0,0.000,0,0,0,0,
134,car,0.433,2,1243,315,1282,345,0,0.000,0,0,0,0,
134,car,0.416,70,1391,323,1465,374,0,0.000,0,0,0,0,
134,bus,0.505,73,1287,246,1409,367,0,0.000,0,0,0,0,
135,car,0.710,47,1423,321,1514,382,0,0.000,0,0,0,0,
135,truck,0.579,1,1285,246,1407,368,0,0.000,0,0,0,0,
135,car,0.399,2,1243,315,1282,345,0,0.000,0,0,0,0,
135,car,0.448,70,1391,323,1463,374,0,0.000,0,0,0,0,
135,bus,0.667,73,1287,246,1408,367,0,0.000,0,0,0,0,
136,car,0.718,47,1421,320,1512,382,0,0.000,0,0,0,0,
136,car,0.439,2,1243,315,1282,345,0,0.000,0,0,0,0,
136,car,0.439,70,1393,323,1465,374,0,0.000,0,0,0,0,
137,car,0.707,47,1421,320,1513,382,0,0.000,0,0,0,0,
137,car,0.446,2,1242,315,1281,344,0,0.000,0,0,0,0,
137,car,0.447,70,1393,323,1463,374,0,0.000,0,0,0,0,
137,bus,0.631,1,1286,247,1406,367,0,0.000,0,0,0,0,
